번호,제목,사건번호,선고일자,참조조문,조문번호,판시사항
1240,교통사고처리특례법위반등피고사건,86고단6507,1986. 12. 22.,도로교통법,"제50조, 제111조",도로교통법상 신고의무의 범위
1241,"도로교통법위반,폭력행위등처벌에관한법률위반",93도1574,1994. 1. 25.,도로교통법,제2조,"가. 병원구내 통로 중 주차구획선 내의 주차구역이           도로교통법 제2조 제1호 소정의 도로에 해당하는지 여부        
나. 차량 일부가 주차구획선을 벗어나 도로에 진입한 경우 도로상의 운전에 해당하는지 여부"
1243,"교통사고처리특례법위반,도로교통법위반",86도2731,1987. 2. 24.,도로교통법,"제40조, 제41조, 제109조, 제111조",무면허 운전행위와 주취 운전행위가 상상적 경합관계인지의 여부(적극)
1248,특정범죄가중처벌등에관한법률위반(도주차량)·도로교통법위반(무면허운전),2002도3190,2002. 9. 24.,도로교통법,"제2조, 제50조","[1] 아파트 단지 내의 통행로가 도로교통법 제2조 제1호 소정의 '도로'에 해당한다고 한 사례
[2] 교통사고를 당한 3세 남짓의 어린이가 땅에 넘어져 울고 있으며 무릎에 상처가 난 것을 보았음에도 아무런 보호조치 없이 현장을 이탈하였다면 특정범죄가중처벌등에관한법률 제5조의3 제1항 제2호 소정의 도주에 해당한다고 한 원심판결을 수긍한 사례"
1249,교통사고처리특례법위반·도로교통법위반,85도775,1985. 6. 11.,도로교통법,제44조,황색 중앙선이 설치되어 있어 추월이 금지된 구역에서의 운전자의 주의의무 정도
1252,"교통사고처리특례법위반,도로교통법위반",89도1792,1990. 1. 12.,도로교통법,제13조,장애물을 피하려고 반대차선을 살피면서 황색점선의 중앙선을 넘어가는 것을 차선에 따른 운행으로 볼 것인지 여부(적극)
1255,교통사고처리특례법위반·도로교통법위반(음주운전),2017도661,2017. 9. 21.,도로교통법,"제44조, 제148조의2","
[1] 음주운전의 혐의가 있는 운전자에 대하여 도로교통법 제44조 제2항에 따른 호흡측정이 이루어진 경우, 운전자의 불복이 없는데도 다시 음주측정을 하는 것이 허용되는지 여부(원칙적 소극) / 호흡측정 방식에 따라 혈중알코올농도를 측정한 경찰공무원이 혈액채취의 방법을 통하여 혈중알코올농도를 다시 측정할 수 있다는 취지를 운전자에게 고지하여야 할 의무가 있는지 여부(원칙적 소극)

[2] 경찰공무원에게 위드마크 공식의 존재 및 호흡측정에 의한 혈중알코올농도가 음주운전 처벌기준 수치에 미달하였더라도 위드마크 공식에 의한 역추산 방식에 의하여 운전 당시의 혈중알코올농도를 산출할 경우 그 결과가 음주운전 처벌기준 수치 이상이 될 가능성이 있다는 취지를 운전자에게 미리 고지하여야 할 의무가 있는지 여부(소극)"
1258,특정범죄가중처벌등에관한법률위반(도주차량),92도1749,1992. 11. 13.,도로교통법,제50조,특정범죄가중처벌등에관한법률 제5조의3 제1항 위반(도주차량)죄와           도로교통법 제50조 제2항 위반(미신고)죄의 죄수관계(=실체적 경합관계) 및 위 도로교통법위반죄에 대하여 약식명령이 확정된 경우 그 기판력이 위 특정범죄가중처벌등에관한법률위반죄에 미치는지 여부(소극)
1282,"업무상과실자동차추락,교통사고처리특례법위반,도로교통법위반",86도239,1986. 7. 8.,도로교통법,"제17조, 제19조, 제56조",고속도로에서의 앞지르기에 관한 주의의무를 다하지 못한 것이라고 판단한 사례
1284,특정범죄가중처벌등에관한법률위반(도주차량)·도로교통법위반,2006도3441,2006. 9. 28.,도로교통법,"제50조, 제54조","[1] 구 특정범죄가중처벌 등에 관한 법률 제5조의3 제1항의 ‘피해자를 구호하는 등 도로교통법 제50조 제1항의 규정에 의한 조치를 취하지 아니하고 도주한 때’ 및 구 도로교통법 제50조 제1항의 교통사고 후 운전자 등이 즉시 정차하여야 할 의무의 의미
[2] 피고인이 교통사고 후 비록 가해차량을 운전하여 사고 현장으로부터 약 400ｍ 이동하여 정차하였고, 그로 인하여 피고인이 구 도로교통법 제50조 제1항의 규정에 의한 조치를 제대로 이행하지 못한 사안에서, 교통사고의 발생 경위, 도로여건 등에 비추어 피고인에게 도주의 범의가 있었다고 보기 어렵다고 한 사례"
1285,특정범죄가중처벌등에관한법률위반(위험운전치사상)·도로교통법위반(음주운전)[혈액 채취에 의한 음주측정 사건],2014도16051,2015. 7. 9.,도로교통법,"제41조, 제44조, 제107조의2, 제148조의2","[1] 구 도로교통법 제44조 제2항, 제3항의 취지 및 이 규정들이 음주운전에 대한 수사방법으로서의 혈액 채취에 의한 측정 방법을 운전자가 호흡측정 결과에 불복하는 경우에만 한정하여 허용하려는 취지인지 여부(소극)
[2] 음주운전에 대한 수사 과정에서 음주운전 혐의가 있는 운전자에 대해 구 도로교통법 제44조 제2항에 따른 호흡측정이 이루어졌으나 호흡측정 결과에 오류가 있다고 인정할 만한 객관적이고 합리적인 사정이 있는 경우, 혈액 채취에 의한 측정 방법으로 다시 음주측정을 하는 것이 허용되는지 여부(한정 적극) 및 이때 혈액 채취에 의한 측정의 적법성이 인정되는 경우"
1287,교통사고처리특례법위반피고사건,87노2685,1987. 7. 10.,도로교통법,"제3조, 제5조, 제22조, 제23조, 제24조",신호기 또는 안전표지가 없는 교차로에서의 좌회전허용여부
1290,자동차운전면허취소처분취소,98구1900,1999. 3. 18.,도로교통법,제78조,차 대 사람의 교통사고가 쌍방과실에 의하여 발생하였음에도           도로교통법시행규칙 제53조 제1항 [별표 16]의 3. 정지처분 개별기준 중 나.(1) 사고 결과에 따른 벌점 기준 비고 2.에 따라 벌점을 2분의 1로 감경하지 아니한 채 부과한 벌점 누산점수에 기한 운전면허취소처분이 위법하다고 한 사례
1291,자동차운전면허취소처분취소,91구25408,1992. 4. 23.,도로교통법,제78조,도로교통법시행규칙 제53조 제1항 별표 16 '운전면허행정처분기준'(이른바 벌점제도)에 관한 규정의 모법위반 여부(소극)
1292,"특정범죄가중처벌등에관한법률위반(도주차량),도로교통법위반",96노931,1996. 8. 14.,도로교통법,제50조,교통사고 후 제3자에 의하여 피해자가 병원으로 후송되자 그 후송차량을 뒤따라가 진료접수는 해 주었으나 다음날 오후에야 신원을 밝힌 교통사고 운전자에 대하여 도주의 범의를 인정한 사례
1293,특정범죄가중처벌등에관한법률위반(절도)등피고사건,89노2225,1989. 10. 19.,도로교통법,"제40조, 제109조",범의를 달리하여 행하여진 수개의 무면허운전행위의 죄수
1294,도로교통법위반,92도3402,1993. 5. 27.,도로교통법,"제1조, 제41조, 제107조의2","가.           도로교통법 제41조 제2항에 의한 음주측정의 성질(=예방적 행정행위)및 같은 조항 소정의 “교통안전과 위험방지의 필요성”이 아닌 음주운전죄의 수사를 위한 음주측정 요구에 불응한 경우에도           구 도로교통법(1992.12.8. 법률 제4518호로 개정되기 전의 것) 제107조의2 제2호의 음주측정불응죄가 성립하는지 여부(소극)        
나. 운전을 종료한 경우에도 위 ""01""항의 “교통안전과 위험방지의 필요성”이 있는지 여부(소극)"
1299,도로교통법위반,92도2901,1993. 1. 19.,도로교통법,제41조,"가. 노상주차장에 관하여 주차장법의 규정이 도로법이나 유료도로법에 우선하여 적용되는지 여부(적극)
나. 노상주차장에 주차하여 놓은 자동차를 주취운전하는 것이 도로에서 주취운전한 경우에 해당하는지 여부의 판단기준(=자동차의 일부라도 주차장을 벗어나 도로에 진입하였는지 여부)"
1305,도로교통법위반(음주측정거부),2010도6579,2010. 9. 9.,도로교통법,"제2조, 제44조, 제148조의2, 제150조","[1] 구 도로교통법 제2조 제1호에 정한 도로의 개념인 ‘일반교통에 사용되는 모든 곳’의 의미
[2] 피고인이 술을 마시고 차량을 운전한 ‘아파트단지 내 통행로’가 구 도로교통법상의 도로에 해당함에도, 이와 달리 판단한 원심판결에 법리오해의 위법이 있다고 한 사례"
1309,도로교통법위반(음주측정거부),2004도5249,2004. 10. 14.,도로교통법,"제41조, 제107조의2","[1] 음주측정불응죄의 성립 요건 및 술에 취한 상태에 있다고 인정할 만한 상당한 이유가 있는지 여부의 판단 기준
[2] 피고인의 외관·태도·말바꾸기 등 객관적 사정을 종합하여 볼 때 피고인이 술에 취한 상태에 있었다고 인정할 만한 상당한 이유가 있다고 한 사례"
1310,특정범죄가중처벌등에관한법률위반(절도)·공문서부정행사·사기·자동차관리법위반·도로교통법위반,98도1701,1998. 8. 21.,도로교통법,"제69조, 제77조","[1] 공문서부정행사죄의 성립요건
[2] 자동차를 임차하면서 타인의 운전면허증을 자신의 것인 양 자동차 대여업체 직원에게 제시한 것이 공문서부정행사죄에 해당하는지 여부(적극)"
1318,특정범죄가중처벌등에관한법률위반(도주차량),2006도6737,2007. 2. 9.,도로교통법,"제50조, 제54조","[1] 사고 운전자가 피해자를 구호하는 등           구 도로교통법 제50조 제1항에 의한 조치를 취할 필요가 있었다고 인정되지 아니하는 경우,           특정범죄가중처벌 등에 관한 법률 제5조의3 제1항 위반죄로 처벌할 수 있는지 여부(소극)        
[2] 사고 당시 가해 차량과 피해 차량의 각 진행 속도와 방향, 충돌 부위와 각도 및 그로 인한 충격의 정도, 위 사고로 인한 피해자들의 상해 부위와 정도 등을 종합하여 볼 때 구호를 받아야 할 정도의 상해를 입었다고 단정하기 어렵고, 도주하였다고 볼 수도 없다고 본 사례"
1320,운전면허취소처분취소,89누4055,1989. 11. 24.,도로교통법,제78조,"가.           도로교통법시행규칙 제52조에 정한 별표 16의 운전면허행정처분기준의 효력        
나. 주취운전을 한 개인택시운전자에 대한 운전면허의 취소가 재량권의 일탈이라고 본 사례"
1321,특정범죄가중처벌등에관한법률위반도로교통법위반피고사건,79노1210,1979. 11. 29.,도로교통법,제45조,"업무상과실치사상죄와 구호조치를 취하지 아니한 채 도주한 특정범죄가중처벌등에 관한  법
률위반죄는 실제적 경합범의 관계에 있다고 한 예"
1334,특정범죄가중처벌등에관한법률위반(도주차량)·도로교통법위반(사고후미조치),2013도15885,2014. 2. 27.,도로교통법,"제54조, 제148조","[1] 사고운전자가 피해자를 구호하는 등 도로교통법 제54조 제1항에 따른 조치를 취할 필요가 있었다고 인정되지 않는 경우, 특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 위반죄가 성립하는지 여부(소극)
[2] 도로교통법 제54조 제1항의 취지 및 위 조항에 따라 사고운전자가 취해야 할 조치의 내용과 정도"
1347,손해배상(자),91다42883,1992. 3. 10.,도로교통법,제22조,"가. 교차로에 먼저 진입한 자동차의 운전자에게 교차로 통행방법을 위반하여 진행하여 오는 차량이 있을 것에 대비하여 이를 피행할 조치를 취할 의무가 있는지 여부
나. 피해 자동차의 파손 부위와 수리에 소요된 비용의 액수에 비추어 수리한다고 하여도 교환가치의 감소가 있을 것으로 보여지고, 그 정도의 파손이 있는 경우 그 교환가치가 감소되리라는 것은 이를 알 수 있다고 보는 것이 경험법칙에 합치된다고 한 사례"
